rsuIP,ode_timeStamp,Msgcount,TemporaryID,DSecond,Lat,Lon,Elevation,Speed,Heading
10.11.81.22,2022-10-27 12:52:00.108899,34,786BDA84,16,39.595213,-105.0912792,1679.4,21.34,0.3
10.11.81.22,2022-10-27 12:52:00.189447,35,786BDA84,16,39.595213,-105.0912792,1679.4,21.34,0.3
10.11.81.22,2022-10-27 12:52:00.289257,36,786BDA84,118,39.5952326,-105.0912791,1679.5,21.32,0.2
10.11.81.22,2022-10-27 12:52:00.383746,37,786BDA84,216,39.5952515,-105.0912792,1679.5,21.38,359.9
10.11.81.22,2022-10-27 12:52:00.489339,38,786BDA84,317,39.595271,-105.091279,1679.6,21.38,0.3
10.11.81.22,2022-10-27 12:52:00.590928,39,786BDA84,417,39.5952903,-105.091279,1679.7,21.4,0.1
10.11.81.22,2022-10-27 12:52:00.684599,40,786BDA84,518,39.5953097,-105.0912789,1679.7,21.38,0.1
10.11.81.22,2022-10-27 12:52:00.799808,41,786BDA84,617,39.5953288,-105.0912787,1679.8,21.4,0.3
10.11.81.22,2022-10-27 12:52:00.890219,42,786BDA84,717,39.595348,-105.0912788,1679.9,21.38,0.1
10.11.81.22,2022-10-27 12:52:00.890527,43,786BDA84,817,39.5953672,-105.0912787,1679.9,21.34,0.1
10.11.81.22,2022-10-27 12:52:00.984454,44,786BDA84,918,39.5953867,-105.0912787,1680.0,21.4,0.1
10.11.81.22,2022-10-27 12:52:01.089281,45,786BDA84,1016,39.5954056,-105.0912788,1680.1,21.34,0.1
10.11.81.22,2022-10-27 12:52:01.184454,46,786BDA84,1117,39.595425,-105.0912787,1680.1,21.34,0.2
10.11.81.22,2022-10-27 12:52:01.292130,47,786BDA84,1216,39.595444,-105.0912787,1680.2,21.32,0.1
10.11.81.22,2022-10-27 12:52:01.400470,48,786BDA84,1317,39.5954633,-105.0912784,1680.3,21.24,0.4
10.11.81.22,2022-10-27 12:52:01.589528,49,786BDA84,1417,39.5954827,-105.0912785,1680.3,21.42,0.1
10.11.81.22,2022-10-27 12:52:01.690471,50,786BDA84,1517,39.5955018,-105.0912784,1680.4,21.32,0.2
10.11.81.22,2022-10-27 12:52:01.690581,51,786BDA84,1616,39.5955209,-105.0912785,1680.4,21.38,359.9
10.11.81.22,2022-10-27 12:52:01.784346,52,786BDA84,1718,39.5955406,-105.0912785,1680.5,21.4,0.0
10.11.81.22,2022-10-27 12:52:01.885661,53,786BDA84,1817,39.5955597,-105.0912784,1680.5,21.4,0.1
10.11.81.22,2022-10-27 12:52:02.102772,55,786BDA84,2014,39.5955975,-105.0912788,1680.7,21.3,359.9
10.11.81.22,2022-10-27 12:52:02.185439,56,786BDA84,2117,39.5956174,-105.0912787,1680.7,21.38,0.1
10.11.81.22,2022-10-27 12:52:02.284829,57,786BDA84,2117,39.5956174,-105.0912787,1680.7,21.38,0.1
10.11.81.22,2022-10-27 12:52:02.390394,58,786BDA84,2217,39.5956367,-105.0912785,1680.8,21.4,0.2
10.11.81.22,2022-10-27 12:52:02.484956,59,786BDA84,2317,39.5956559,-105.0912785,1680.8,21.36,0.2
10.11.81.22,2022-10-27 12:52:02.590969,60,786BDA84,2417,39.5956752,-105.0912785,1680.9,21.32,0.0
10.11.81.22,2022-10-27 12:52:02.591864,61,786BDA84,2517,39.5956944,-105.0912784,1680.9,21.34,0.1
10.11.81.22,2022-10-27 12:52:02.684252,62,786BDA84,2618,39.5957138,-105.0912784,1681.0,21.34,0.1
10.11.81.22,2022-10-27 12:52:02.789467,63,786BDA84,2718,39.595733,-105.0912784,1681.0,21.32,0.0
10.11.81.22,2022-10-27 12:52:02.884574,64,786BDA84,2816,39.595752,-105.0912784,1681.0,21.38,0.0
10.11.81.22,2022-10-27 12:52:02.984835,65,786BDA84,2917,39.5957713,-105.0912783,1681.1,21.34,0.1
10.11.81.22,2022-10-27 12:52:03.084905,66,786BDA84,3014,39.59579,-105.0912783,1681.2,21.26,0.2
10.11.81.22,2022-10-27 12:52:03.185450,67,786BDA84,3014,39.59579,-105.0912783,1681.2,21.26,0.2
10.11.81.22,2022-10-27 12:52:03.284432,68,786BDA84,3118,39.59581,-105.0912783,1681.2,21.34,0.1
10.11.81.22,2022-10-27 12:52:03.390168,69,786BDA84,3217,39.5958291,-105.0912782,1681.3,21.34,0.2
10.11.81.22,2022-10-27 12:52:03.485259,70,786BDA84,3317,39.5958482,-105.0912782,1681.3,21.28,0.2
10.11.81.22,2022-10-27 12:52:03.584566,71,786BDA84,3416,39.5958672,-105.0912781,1681.3,21.3,0.2
10.11.81.22,2022-10-27 12:52:03.683852,72,786BDA84,3518,39.5958867,-105.091278,1681.4,21.28,0.2
10.11.81.22,2022-10-27 12:52:03.784441,73,786BDA84,3617,39.5959057,-105.091278,1681.4,21.28,0.1
10.11.81.22,2022-10-27 12:52:03.884658,74,786BDA84,3717,39.5959249,-105.0912777,1681.4,21.3,0.5
10.11.81.22,2022-10-27 12:52:03.985112,75,786BDA84,3816,39.5959438,-105.0912777,1681.5,21.28,0.2
10.11.81.22,2022-10-27 12:52:04.091484,76,786BDA84,3917,39.5959631,-105.0912775,1681.5,21.26,0.3
10.11.81.22,2022-10-27 12:52:04.185826,77,786BDA84,4015,39.595982,-105.0912774,1681.5,21.3,0.3
10.11.81.22,2022-10-27 12:52:04.285029,78,786BDA84,4118,39.5960017,-105.0912772,1681.6,21.26,0.4
10.11.81.22,2022-10-27 12:52:04.384264,79,786BDA84,4216,39.5960203,-105.0912771,1681.6,21.14,0.3
10.11.81.22,2022-10-27 12:52:04.483778,80,786BDA84,4318,39.5960398,-105.0912769,1681.7,21.2,0.3
10.11.81.22,2022-10-27 12:52:04.584758,81,786BDA84,4417,39.5960588,-105.0912769,1681.7,21.24,0.1
10.11.81.22,2022-10-27 12:52:04.683892,82,786BDA84,4517,39.596078,-105.0912768,1681.7,21.24,0.2
10.11.81.22,2022-10-27 12:52:04.684652,83,786BDA84,4617,39.596097,-105.0912767,1681.7,21.16,0.3
10.11.81.22,2022-10-27 12:52:04.790181,84,786BDA84,4717,39.5961159,-105.0912767,1681.8,21.08,0.1
10.11.81.22,2022-10-27 12:52:04.884320,85,786BDA84,4717,39.5961159,-105.0912767,1681.8,21.08,0.1
10.11.81.22,2022-10-27 12:52:04.984242,86,786BDA84,4818,39.5961352,-105.0912766,1681.8,21.14,0.1
10.11.81.22,2022-10-27 12:52:05.090382,87,786BDA84,4916,39.5961538,-105.0912765,1681.8,21.06,0.2
10.11.81.22,2022-10-27 12:52:05.184148,88,786BDA84,5014,39.5961725,-105.0912767,1681.9,21.14,359.9
10.11.81.22,2022-10-27 12:52:05.184360,89,786BDA84,5118,39.5961925,-105.0912766,1681.9,21.22,0.1
10.11.81.22,2022-10-27 12:52:05.284633,90,786BDA84,5216,39.596211,-105.0912764,1681.9,21.1,0.3
10.11.81.22,2022-10-27 12:52:05.384182,91,786BDA84,5317,39.5962303,-105.0912764,1681.9,21.16,0.2
10.11.81.22,2022-10-27 12:52:05.483740,92,786BDA84,5418,39.5962494,-105.0912763,1682.0,21.08,0.1
10.11.81.22,2022-10-27 12:52:05.584461,93,786BDA84,5518,39.5962685,-105.0912761,1682.0,21.12,0.3
10.11.81.22,2022-10-27 12:52:05.684069,94,786BDA84,5617,39.5962873,-105.091276,1682.0,21.08,0.3
10.11.81.22,2022-10-27 12:52:05.784649,95,786BDA84,5716,39.5963062,-105.0912758,1682.0,21.16,0.4
10.11.81.22,2022-10-27 12:52:05.893205,96,786BDA84,5716,39.5963062,-105.0912758,1682.0,21.16,0.4
10.11.81.22,2022-10-27 12:52:05.983985,97,786BDA84,5816,39.5963249,-105.0912756,1682.0,20.94,0.5
10.11.81.22,2022-10-27 12:52:06.089057,98,786BDA84,5918,39.5963443,-105.0912755,1682.0,21.02,0.4
10.11.81.22,2022-10-27 12:52:06.189839,99,786BDA84,6016,39.5963628,-105.0912753,1682.0,20.92,0.7
10.11.81.22,2022-10-27 12:52:06.289868,100,786BDA84,6117,39.596382,-105.0912752,1682.0,20.98,0.4
10.11.81.22,2022-10-27 12:52:06.385655,101,786BDA84,6217,39.596401,-105.0912751,1682.0,21.02,0.3
10.11.81.22,2022-10-27 12:52:06.483712,102,786BDA84,6316,39.5964198,-105.0912749,1682.0,21.06,0.3
10.11.81.22,2022-10-27 12:52:06.589707,103,786BDA84,6417,39.596439,-105.0912749,1682.1,21.08,0.2
10.11.81.22,2022-10-27 12:52:06.600869,104,786BDA84,6518,39.5964582,-105.0912748,1682.1,21.06,0.2
10.11.81.22,2022-10-27 12:52:06.698779,105,786BDA84,6616,39.5964769,-105.0912747,1682.1,21.12,0.2
10.11.81.22,2022-10-27 12:52:06.889734,106,786BDA84,6717,39.5964961,-105.0912747,1682.1,21.1,0.0
10.11.81.22,2022-10-27 12:52:06.983851,107,786BDA84,6818,39.5965153,-105.0912745,1682.1,21.08,0.3
10.11.81.22,2022-10-27 12:52:07.089749,108,786BDA84,6918,39.5965343,-105.0912746,1682.2,21.08,0.0
10.11.81.22,2022-10-27 12:52:07.185138,109,786BDA84,7015,39.5965526,-105.0912742,1682.1,21.04,0.3
10.11.81.22,2022-10-27 12:52:07.292837,110,786BDA84,7117,39.596572,-105.0912742,1682.1,21.08,0.1
10.11.81.22,2022-10-27 12:52:07.384304,111,786BDA84,7216,39.5965909,-105.0912743,1682.1,21.12,0.0
10.11.81.22,2022-10-27 12:52:07.483886,112,786BDA84,7318,39.5966103,-105.0912741,1682.1,21.12,0.2
10.11.81.22,2022-10-27 12:52:07.584914,113,786BDA84,7419,39.5966294,-105.091274,1682.1,21.06,0.2
10.11.81.22,2022-10-27 12:52:07.585682,114,786BDA84,7516,39.5966479,-105.0912739,1682.2,21.14,0.2
10.11.81.22,2022-10-27 12:52:07.684544,115,786BDA84,7617,39.5966672,-105.0912739,1682.1,21.18,0.1
10.11.81.22,2022-10-27 12:52:07.783836,116,786BDA84,7617,39.5966672,-105.0912739,1682.1,21.18,0.1
10.11.81.22,2022-10-27 12:52:07.884221,117,786BDA84,7717,39.5966864,-105.0912738,1682.1,21.2,0.2
10.11.81.22,2022-10-27 12:52:07.983808,118,786BDA84,7816,39.5967052,-105.0912739,1682.1,21.2,0.0
10.11.81.22,2022-10-27 12:52:08.083896,119,786BDA84,7917,39.5967244,-105.0912735,1682.1,21.1,0.4
10.11.81.22,2022-10-27 12:52:08.184130,120,786BDA84,8016,39.5967432,-105.0912735,1682.1,21.1,0.0
10.11.81.22,2022-10-27 12:52:08.283856,121,786BDA84,8118,39.5967627,-105.0912734,1682.1,21.14,0.2
10.11.81.22,2022-10-27 12:52:08.384351,122,786BDA84,8218,39.5967818,-105.0912732,1682.1,21.2,0.4
10.11.81.22,2022-10-27 12:52:08.393587,123,786BDA84,8317,39.5968007,-105.0912732,1682.1,21.18,0.0
10.11.81.22,2022-10-27 12:52:08.499092,124,786BDA84,8416,39.5968196,-105.0912732,1682.1,21.16,0.1
10.11.81.22,2022-10-27 12:52:08.603208,125,786BDA84,8517,39.596839,-105.0912733,1682.1,21.26,359.9
10.11.81.22,2022-10-27 12:52:08.691463,126,786BDA84,8617,39.596858,-105.0912733,1682.1,21.22,0.0
10.11.81.22,2022-10-27 12:52:08.791021,127,786BDA84,8718,39.5968772,-105.0912731,1682.1,21.14,0.2
10.11.81.22,2022-10-27 12:52:08.891763,0,786BDA84,8718,39.5968772,-105.0912731,1682.1,21.14,0.2
10.11.81.22,2022-10-27 12:52:08.991171,1,786BDA84,8817,39.5968961,-105.0912731,1682.0,21.2,0.2
10.11.81.22,2022-10-27 12:52:09.091810,2,786BDA84,9014,39.5969338,-105.0912732,1682.0,21.24,0.0
10.11.81.22,2022-10-27 12:52:09.200857,3,786BDA84,9117,39.5969534,-105.0912732,1682.0,21.16,0.0
10.11.81.22,2022-10-27 12:52:09.296677,4,786BDA84,9217,39.5969726,-105.0912732,1682.0,21.28,0.0
10.11.81.22,2022-10-27 12:52:09.392476,5,786BDA84,9217,39.5969726,-105.0912732,1682.0,21.28,0.0
10.11.81.22,2022-10-27 12:52:09.498010,6,786BDA84,9317,39.5969917,-105.0912731,1682.0,21.2,0.1
10.11.81.22,2022-10-27 12:52:09.591251,7,786BDA84,9417,39.5970108,-105.0912731,1682.0,21.26,0.0
10.11.81.22,2022-10-27 12:52:09.697774,8,786BDA84,9518,39.5970302,-105.0912731,1681.9,21.26,0.1
10.11.81.22,2022-10-27 12:52:09.792079,9,786BDA84,9618,39.5970495,-105.091273,1681.9,21.4,0.1
10.11.81.22,2022-10-27 12:52:09.893344,11,786BDA84,9817,39.5970877,-105.0912731,1681.9,21.3,0.1
10.11.81.22,2022-10-27 12:52:09.893592,10,786BDA84,9718,39.5970687,-105.0912733,1681.9,21.32,359.7
10.11.81.22,2022-10-27 12:52:09.997306,12,786BDA84,9917,39.5971068,-105.091273,1681.9,21.28,0.2
10.11.81.22,2022-10-27 12:52:10.090832,13,786BDA84,10014,39.5971256,-105.0912729,1681.9,21.28,0.1
10.11.81.22,2022-10-27 12:52:10.159268,14,786BDA84,10119,39.5971458,-105.0912729,1681.8,21.34,0.1
10.11.81.22,2022-10-27 12:52:10.271553,15,786BDA84,10217,39.5971647,-105.0912728,1681.8,21.42,0.2
10.11.81.22,2022-10-27 12:52:10.379787,16,786BDA84,10317,39.5971838,-105.0912727,1681.8,21.28,0.2
10.11.81.22,2022-10-27 12:52:10.467738,17,786BDA84,10418,39.5972033,-105.0912728,1681.8,21.34,359.9
10.11.81.22,2022-10-27 12:52:10.567667,18,786BDA84,10517,39.5972223,-105.0912727,1681.8,21.36,0.0
10.11.81.22,2022-10-27 12:52:10.671452,19,786BDA84,10617,39.5972416,-105.0912728,1681.7,21.4,359.9
10.11.81.22,2022-10-27 12:52:10.770382,20,786BDA84,10717,39.5972608,-105.0912728,1681.7,21.38,359.9
10.11.81.22,2022-10-27 12:52:10.869952,21,786BDA84,10818,39.5972804,-105.0912729,1681.7,21.42,359.8
10.11.81.22,2022-10-27 12:52:10.969763,22,786BDA84,10917,39.5972994,-105.0912729,1681.6,21.4,359.9
10.11.81.22,2022-10-27 12:52:11.070080,23,786BDA84,11015,39.5973185,-105.0912728,1681.6,21.4,359.8
10.11.81.22,2022-10-27 12:52:11.177742,24,786BDA84,11117,39.5973383,-105.091273,1681.5,21.46,359.7
10.11.81.22,2022-10-27 12:52:11.271021,25,786BDA84,11218,39.5973577,-105.0912731,1681.5,21.44,359.7
10.11.81.22,2022-10-27 12:52:11.371409,26,786BDA84,11318,39.5973771,-105.0912732,1681.5,21.46,359.7
10.11.81.22,2022-10-27 12:52:11.470201,27,786BDA84,11417,39.5973962,-105.0912733,1681.4,21.44,359.7
10.11.81.22,2022-10-27 12:52:11.570494,28,786BDA84,11517,39.5974156,-105.0912735,1681.4,21.54,359.7
10.11.81.22,2022-10-27 12:52:11.682480,29,786BDA84,11617,39.597435,-105.0912736,1681.4,21.5,359.8
10.11.81.22,2022-10-27 12:52:11.772346,30,786BDA84,11617,39.597435,-105.0912736,1681.4,21.5,359.8
10.11.81.22,2022-10-27 12:52:11.870076,31,786BDA84,11717,39.5974544,-105.0912738,1681.3,21.52,359.6
10.11.81.22,2022-10-27 12:52:11.970241,32,786BDA84,11817,39.5974737,-105.0912738,1681.3,21.52,359.8
10.11.81.22,2022-10-27 12:52:11.970418,33,786BDA84,11918,39.5974933,-105.0912742,1681.3,21.54,359.4
10.11.81.22,2022-10-27 12:52:12.073640,34,786BDA84,12015,39.5975119,-105.0912738,1681.2,21.44,359.8
10.11.81.22,2022-10-27 12:52:12.170725,35,786BDA84,12117,39.5975319,-105.091274,1681.1,21.62,359.6
10.11.81.22,2022-10-27 12:52:12.269953,36,786BDA84,12218,39.5975517,-105.0912742,1681.1,21.72,359.5
10.11.81.22,2022-10-27 12:52:12.371597,37,786BDA84,12218,39.5975517,-105.0912742,1681.1,21.72,359.5
10.11.81.22,2022-10-27 12:52:12.470093,38,786BDA84,12317,39.5975707,-105.0912741,1681.0,21.46,0.0
10.11.81.22,2022-10-27 12:52:12.570674,39,786BDA84,12417,39.5975903,-105.091274,1680.9,21.62,0.0
10.11.81.22,2022-10-27 12:52:12.670927,40,786BDA84,12517,39.5976095,-105.0912741,1681.0,21.5,359.9
10.11.81.22,2022-10-27 12:52:12.770079,41,786BDA84,12618,39.5976291,-105.091274,1680.9,21.54,0.1
10.11.81.22,2022-10-27 12:52:12.779765,42,786BDA84,12718,39.5976485,-105.0912742,1680.8,21.56,359.7
10.11.81.22,2022-10-27 12:52:12.870585,43,786BDA84,12818,39.5976679,-105.0912742,1680.7,21.48,359.9
10.11.81.22,2022-10-27 12:52:12.970394,44,786BDA84,12917,39.5976871,-105.0912741,1680.7,21.58,0.1
10.11.81.22,2022-10-27 12:52:13.076677,45,786BDA84,13015,39.5977058,-105.0912739,1680.6,21.4,0.2
10.11.81.22,2022-10-27 12:52:13.183878,46,786BDA84,13118,39.5977257,-105.0912737,1680.6,21.4,0.2
10.11.81.22,2022-10-27 12:52:13.274584,47,786BDA84,13217,39.5977448,-105.0912737,1680.6,21.44,0.2
10.11.81.22,2022-10-27 12:52:13.373312,48,786BDA84,13217,39.5977448,-105.0912737,1680.6,21.44,0.2
10.11.81.22,2022-10-27 12:52:13.479523,49,786BDA84,13316,39.5977639,-105.0912737,1680.5,21.38,0.1
10.11.81.22,2022-10-27 12:52:13.580230,50,786BDA84,13417,39.5977833,-105.0912737,1680.4,21.4,0.1
10.11.81.22,2022-10-27 12:52:13.670138,51,786BDA84,13518,39.5978028,-105.0912734,1680.4,21.4,0.4
10.11.81.22,2022-10-27 12:52:13.780583,52,786BDA84,13617,39.5978218,-105.0912733,1680.3,21.38,0.3
10.11.81.22,2022-10-27 12:52:13.870498,53,786BDA84,13717,39.5978412,-105.0912732,1680.3,21.44,0.3
10.11.81.22,2022-10-27 12:52:13.978789,54,786BDA84,13817,39.5978604,-105.091273,1680.2,21.4,0.4
10.11.81.22,2022-10-27 12:52:14.069618,55,786BDA84,13917,39.5978799,-105.091273,1680.2,21.5,0.3
10.11.81.22,2022-10-27 12:52:14.170084,56,786BDA84,14015,39.597899,-105.0912728,1680.1,21.54,0.2
10.11.81.22,2022-10-27 12:52:14.270121,57,786BDA84,14117,39.5979187,-105.0912727,1680.1,21.5,0.3
10.11.81.22,2022-10-27 12:52:14.370465,58,786BDA84,14216,39.5979379,-105.0912725,1680.0,21.46,0.4
10.11.81.22,2022-10-27 12:52:14.470333,59,786BDA84,14318,39.5979576,-105.0912724,1680.0,21.44,0.3
10.11.81.22,2022-10-27 12:52:14.570389,60,786BDA84,14417,39.5979768,-105.0912722,1679.9,21.5,0.4
10.11.81.22,2022-10-27 12:52:14.680791,61,786BDA84,14517,39.5979961,-105.0912722,1679.8,21.46,0.3
10.11.81.22,2022-10-27 12:52:14.681712,62,786BDA84,14517,39.5979961,-105.0912722,1679.8,21.46,0.3
10.11.81.22,2022-10-27 12:52:14.776965,63,786BDA84,14617,39.5980156,-105.091272,1679.8,21.52,0.3
10.11.81.22,2022-10-27 12:52:14.870841,64,786BDA84,14717,39.5980351,-105.091272,1679.7,21.58,0.2
10.11.81.22,2022-10-27 12:52:14.970383,65,786BDA84,14817,39.5980544,-105.0912719,1679.7,21.5,0.2
10.11.81.22,2022-10-27 12:52:15.070260,66,786BDA84,14917,39.5980741,-105.0912718,1679.7,21.66,0.3
10.11.81.22,2022-10-27 12:52:15.170784,67,786BDA84,15016,39.5980933,-105.0912718,1679.6,21.62,0.1
10.11.81.22,2022-10-27 12:52:15.270427,68,786BDA84,15116,39.5981129,-105.0912716,1679.6,21.68,0.3
10.11.81.22,2022-10-27 12:52:15.370710,69,786BDA84,15217,39.5981325,-105.0912714,1679.5,21.64,0.4
10.11.81.22,2022-10-27 12:52:15.470047,70,786BDA84,15318,39.5981523,-105.0912713,1679.4,21.66,0.3
10.11.81.22,2022-10-27 12:52:15.569915,71,786BDA84,15417,39.5981715,-105.0912713,1679.4,21.62,0.1
10.11.81.22,2022-10-27 12:52:15.670613,72,786BDA84,15518,39.5981914,-105.0912712,1679.4,21.76,0.2
10.11.81.22,2022-10-27 12:52:15.670951,73,786BDA84,15617,39.5982108,-105.0912711,1679.3,21.78,0.3
10.11.81.22,2022-10-27 12:52:15.769884,74,786BDA84,15718,39.5982306,-105.091271,1679.2,21.74,0.3
10.11.81.22,2022-10-27 12:52:15.869560,75,786BDA84,15718,39.5982306,-105.091271,1679.2,21.74,0.3
10.11.81.22,2022-10-27 12:52:15.970211,76,786BDA84,15817,39.5982501,-105.0912708,1679.2,21.84,0.3
10.11.81.22,2022-10-27 12:52:16.080594,77,786BDA84,15918,39.5982699,-105.0912708,1679.2,21.8,0.1
10.11.81.22,2022-10-27 12:52:16.170632,78,786BDA84,16014,39.5982888,-105.0912707,1679.1,21.84,0.2
10.11.81.22,2022-10-27 12:52:16.270461,79,786BDA84,16116,39.5983089,-105.0912706,1679.0,21.84,0.3
10.11.81.22,2022-10-27 12:52:16.275776,80,786BDA84,16218,39.598329,-105.0912703,1679.0,21.86,0.5
10.11.81.22,2022-10-27 12:52:16.373594,81,786BDA84,16317,39.5983484,-105.0912702,1678.9,21.84,0.3
10.11.81.22,2022-10-27 12:52:16.470280,82,786BDA84,16418,39.5983685,-105.0912702,1678.8,21.96,0.2
10.11.81.22,2022-10-27 12:52:16.570417,83,786BDA84,16517,39.5983881,-105.0912699,1678.8,22.0,0.4
10.11.81.22,2022-10-27 12:52:16.670597,84,786BDA84,16517,39.5983881,-105.0912699,1678.8,22.0,0.4
10.11.81.22,2022-10-27 12:52:16.770132,85,786BDA84,16617,39.598408,-105.0912697,1678.7,22.04,0.4
10.11.81.22,2022-10-27 12:52:16.869710,86,786BDA84,16717,39.5984278,-105.0912697,1678.7,22.06,0.3
10.11.81.22,2022-10-27 12:52:16.970466,87,786BDA84,16817,39.5984476,-105.0912695,1678.7,22.02,0.4
10.11.81.22,2022-10-27 12:52:17.070312,88,786BDA84,16918,39.5984678,-105.0912693,1678.6,22.14,0.3
10.11.81.22,2022-10-27 12:52:17.170581,89,786BDA84,17015,39.598487,-105.0912693,1678.6,22.12,0.2
10.11.81.22,2022-10-27 12:52:17.275885,90,786BDA84,17117,39.5985073,-105.091269,1678.5,22.06,0.5
10.11.81.22,2022-10-27 12:52:17.371013,91,786BDA84,17216,39.5985271,-105.091269,1678.5,22.14,0.3
10.11.81.22,2022-10-27 12:52:17.470719,92,786BDA84,17318,39.5985475,-105.0912689,1678.4,22.24,0.3
10.11.81.22,2022-10-27 12:52:17.583236,93,786BDA84,17418,39.5985677,-105.0912687,1678.4,22.3,0.4
10.11.81.22,2022-10-27 12:52:17.584427,94,786BDA84,17518,39.5985876,-105.0912687,1678.3,22.24,0.1
10.11.81.22,2022-10-27 12:52:17.681339,95,786BDA84,17617,39.5986075,-105.0912685,1678.3,22.28,0.3
10.11.81.22,2022-10-27 12:52:17.780043,96,786BDA84,17717,39.5986276,-105.0912682,1678.2,22.32,0.5
10.11.81.22,2022-10-27 12:52:17.879946,97,786BDA84,17816,39.5986475,-105.0912681,1678.2,22.32,0.3
10.11.81.22,2022-10-27 12:52:17.982170,98,786BDA84,17918,39.5986683,-105.091268,1678.1,22.48,0.3
10.11.81.22,2022-10-27 12:52:18.080065,99,786BDA84,18016,39.5986879,-105.0912677,1678.1,22.36,0.3
10.11.81.22,2022-10-27 12:52:18.175680,100,786BDA84,18117,39.5987083,-105.0912676,1678.1,22.42,0.4
10.11.81.22,2022-10-27 12:52:18.270889,101,786BDA84,18117,39.5987083,-105.0912676,1678.1,22.42,0.4
10.11.81.22,2022-10-27 12:52:18.370143,102,786BDA84,18218,39.5987289,-105.0912675,1678.0,22.52,0.3
10.11.81.22,2022-10-27 12:52:18.471324,103,786BDA84,18317,39.5987488,-105.0912673,1678.0,22.44,0.4
10.11.81.22,2022-10-27 12:52:18.580141,104,786BDA84,18418,39.5987693,-105.0912673,1678.0,22.48,0.1
10.11.81.22,2022-10-27 12:52:18.680308,105,786BDA84,18518,39.5987896,-105.091267,1677.9,22.54,0.4
10.11.81.22,2022-10-27 12:52:18.779986,106,786BDA84,18617,39.5988096,-105.0912669,1677.9,22.5,0.4
10.11.81.22,2022-10-27 12:52:18.869780,107,786BDA84,18716,39.5988297,-105.0912668,1677.8,22.6,0.3
10.11.81.22,2022-10-27 12:52:18.980238,108,786BDA84,18817,39.5988504,-105.0912668,1677.8,22.64,0.1
10.11.81.22,2022-10-27 12:52:18.988594,109,786BDA84,18917,39.5988708,-105.0912668,1677.8,22.68,0.1
10.11.81.22,2022-10-27 12:52:19.070014,110,786BDA84,19016,39.598891,-105.0912667,1677.8,22.66,0.3
10.11.81.22,2022-10-27 12:52:19.180399,111,786BDA84,19118,39.5989119,-105.0912667,1677.7,22.78,0.1
10.11.81.22,2022-10-27 12:52:19.270410,112,786BDA84,19217,39.5989321,-105.0912665,1677.8,22.7,0.3
10.11.81.22,2022-10-27 12:52:19.380721,113,786BDA84,19318,39.5989528,-105.0912664,1677.7,22.72,0.2
10.11.81.22,2022-10-27 12:52:19.480244,114,786BDA84,19416,39.5989728,-105.0912662,1677.7,22.72,0.3
10.11.81.22,2022-10-27 12:52:19.576880,115,786BDA84,19517,39.5989936,-105.0912662,1677.7,22.82,0.2
10.11.81.22,2022-10-27 12:52:19.669830,116,786BDA84,19618,39.5990145,-105.0912662,1677.6,22.88,0.0
10.11.81.22,2022-10-27 12:52:19.770847,117,786BDA84,19618,39.5990145,-105.0912662,1677.6,22.88,0.0
10.11.81.22,2022-10-27 12:52:19.870728,118,786BDA84,19716,39.5990344,-105.0912661,1677.7,22.78,0.1
10.11.81.22,2022-10-27 12:52:19.988759,119,786BDA84,19816,39.5990549,-105.0912659,1677.6,22.78,0.3
10.11.81.22,2022-10-27 12:52:19.989726,120,786BDA84,19917,39.5990758,-105.0912659,1677.6,22.86,0.1
10.11.81.22,2022-10-27 12:52:20.070406,121,786BDA84,20014,39.5990956,-105.0912657,1677.6,22.82,0.2
10.11.81.22,2022-10-27 12:52:20.170358,122,786BDA84,20118,39.5991171,-105.0912654,1677.6,22.94,0.4
10.11.81.22,2022-10-27 12:52:20.271066,123,786BDA84,20218,39.5991376,-105.0912652,1677.6,22.82,0.5
10.11.81.22,2022-10-27 12:52:20.370429,124,786BDA84,20218,39.5991376,-105.0912652,1677.6,22.82,0.5
10.11.81.22,2022-10-27 12:52:20.481905,125,786BDA84,20316,39.5991578,-105.0912651,1677.6,22.88,0.4
10.11.81.22,2022-10-27 12:52:20.570515,126,786BDA84,20417,39.5991785,-105.0912649,1677.5,22.8,0.4
10.11.81.22,2022-10-27 12:52:20.669949,127,786BDA84,20515,39.5991987,-105.0912647,1677.5,22.84,0.5
10.11.81.22,2022-10-27 12:52:20.732208,0,786BDA84,20617,39.5992199,-105.0912646,1677.5,22.98,0.3
10.11.81.22,2022-10-27 12:52:20.837259,1,786BDA84,20718,39.5992406,-105.0912644,1677.5,22.86,0.4
10.11.81.22,2022-10-27 12:52:20.945851,2,786BDA84,20817,39.5992612,-105.0912642,1677.5,23.02,0.4
10.11.81.22,2022-10-27 12:52:21.032212,3,786BDA84,20917,39.5992818,-105.091264,1677.5,22.96,0.4
10.11.81.22,2022-10-27 12:52:21.132216,4,786BDA84,21015,39.5993023,-105.0912637,1677.4,22.88,0.4
10.11.81.22,2022-10-27 12:52:21.232644,5,786BDA84,21118,39.5993236,-105.0912636,1677.4,22.98,0.3
10.11.81.22,2022-10-27 12:52:21.332254,6,786BDA84,21218,39.5993443,-105.0912633,1677.4,22.96,0.4
10.11.81.22,2022-10-27 12:52:21.437041,7,786BDA84,21317,39.5993646,-105.0912633,1677.4,22.88,0.2
